NUMLINK,ResourceID,Description,Description_Type
710161,710161,"This appears to have been a privately-owned gas works, built for the lighting of Gorddinog, a large house near Madryn. The Estate Yard stood on the northwest side of the main road opposite the milestone ""Bangor 6, Conway 8 1/2"", with the gas works at the back and furthest from the road. The OS of 1888 shows a single gasholder but a second had been added by 1900. In 1892 Colonel Henry Platt's Application to the Board of Trade for a Provisional Order regarding Llanfairfechan Gas Works. Colonel Henry Platt was the resident of the large house called Gorddinog. This Provision Order was passed in 1893, it allowed Colonel Platt, to continue of the operation of the gasworks, and the manufacture and supply of gas in the parishes of Llanfairfechan and Aber, with an additional capital not exceeding £4000. In February 1897, the company was acquired by the Holyhead & North Wales Gas & Water Corporation Ltd. for £6,366 from Col. Henry Platt. The OS revision of 1912 shows no further changes but does add the full title of the new owners. The retort settings were improved in 1928 but closed in 1936 after connection to the gasworks at Penmaenmawr but was retained as a gasholder station. In 1949 Llanfairfechan took a 15.7m cu.ft. bulk supply from Penmaenmawr. Vested in the Wales Gas Board from the Holyhead and North Wales Gas and Water Corporation Ltd, Llanfairfechan and Aber undertaking. The gasworks were visible on the 1888 to 1974 OS maps.",English Description
710162,710162,"Llanfyllin Gas, Coke and Fitting Co. Ltd. was formed in 1859, its 14th annual general meeting was reported to have been held in April 1875 at which time Mr. D. H. Evans was the secretary. The original gasworks were claimed to have been built by W. C. Holmes, Gas engineers of Huddersfield. It was still known as the Llanfyllin Gas, Coke, and Fitting Company, Limited in 1880, when the Secretary was Mr. D. Holmes Evans. In 1881, the company had a Capital of £1,545 and Mr. D. Holmes Evans was Manager and Secretary. In 1895 according to Kelly’s Directory, John Ryle was the Secretary. In 1898 the company was known as the Llanfyllin Gas Company and its Secretary was E. D. Jones. In 1933	C. A. Valdes of Hove was, was Secretary to the Hay, Llandrindod Wells, Llanfyllin, Presteign and Stow-on-the-Wold gas companies. The annual gas production in 1949 was 3m cu.ft. at which point they were Controlled by North Cambrian Holdings Ltd., of Queensferry. Vested in the Wales Gas Board from the Llanfyllin Gas Company Ltd. In 1952 the “Gas World Year Book”, showed that Llanfyllin was manufacturing 4 m cu.ft. of gas using horizontal retorts. E. Edwards was the manager. In about 1963, the gasworks were replaced by a piped supply of propane gas through the existing gas mains. The gasworks were visible on the 1885 to 1960 OS maps.",English Description
710163,710163,"An article in the 3rd May 1856 edition of The North Wales Chronicle, stated that George Walcott, was the Superintendent of the Llangefni gasworks and four others. He oversaw the construction after completing the gasworks at Pwllheli.   The gasworks were claimed to have been built by W. C. Holmes of Huddersfield. The Llangefni Gas & Coke Co. Ltd. was formed in 1863, to take over the gasworks from Mr Walcott.  On the 30th December 1865 an 80-year lease of site was acquired from Sir R. B. W. Bulkley and another @ £1 p.a. The North Wales Chronicle of the 8th of June 1872 recorded the Llangefni Gasworks were to be let for an annual rent of a term of year by tender, at this point Mr. William Hughes was the Secretary. On the 13th February 1874 the company was sold to the Llangefni New Gas and Coke Company Ltd. for £900. In 1881 the company had a Capital £1,000, Owen Lewis was Chairman, John Roberts the Manager and Williams Thomas the Secretary. In 1895	John Hughes was the Manager. In 1898, O. Lewis was engineer, manager and secretary and the company had a Capital of £1000. On the 30th May 1901, the company was acquired by Holyhead & N. Wales Gas & Water Corporation Ltd. for £1,440. The annual gas production in 1949 was 7.2 cu.ft.. Vested in the Wales Gas Board from the Holyhead and North Wales Gas and Water Corporation Ltd, Llangefni Undertaking. In 1952 the “Gas World Year Book”, showed that Llangefni was manufacturing 11 m cu.ft. of gas using horizontal retorts. H. H. Watson was the manager. The Llangefni gasworks closed in September 1956 following a supply of gas from the North Wales Gas Grid. By 1969 the gasholders were located on a new site across a small river. The gasworks were visible on the 1888 to 1992 OS maps.",English Description
710164,710164,"Jones and Reeves (1978) reported that a gasworks commenced operation by a Mr D. Davies in 1838, this may have been a small concern or an inaccurate date, as the town was not lit until 1859 as reported in the press “Illumination at Llanidloes on the Opening the Gasworks. For some time past the approaching introduction of the gas light into this town, has caused great expectation amongst the juvenile and poorer part of the population, many of whom had only hitherto heard of its brilliancy. Their anticipations were raised greatly on seeing during Friday and Saturday, the preparations proceeding in the town for a general light-up) by eight on Saturday evening, the streets were full of people, and a shout of delight arose from the crowd when the old Town Hall looking towards Long Bridge-street appeared one galaxy of stars.in the centre of which was seen this inscription, Llanidloes Gas Company, 1859, crowned with a locomotive engine, and below, a gas burner lighted. This transparency was surrounded with a wreath of evergreens. The whole tableau had a beautiful effect. The new Town Hall also blazed forth to the people that the gas light had now become an actual reality in their town for developed with a distinctness as bright as that given by the sun at noonday, appeared the words, Success to the town and trade of Llanidloes."", “The gas-works have been erected from plans prepared and under the superintendence of Mr. George Walcott, of Abchurch Lane, London. Competent judges have pronounced them equal if not superior to any of their size in Great Britain. The contract for the buildings, apparatus, and castings were carried out in satisfactory manner by Thomas Spittle, of Newport, during the last four months (The North Wales Chronicle, 12th November 1859).  In 1867, it was reported that the gasworks were undergoing repairs and the town was without light (The Aberystwyth Observer, 1st June 1867). The Llanidloes Gas, Coal and Coke Co. Ltd. formed in 1858 and in 1859 the Company bought the business from Mr. Davies. In 1895 John D. Davies was Secretary and Thomas Munford the Manager, this was the same 1898, when the company had a capital of £2,500. In 1909 the Llanidloes Corporation, took advantage of the offer made by the Llanidloes Gas Company to supply tar free of cost for use on the roads, and began the work of improvement by filling up the holes, in the roadways with chippings and tar. They have now acted upon the suggestion made to tar the whole of the surface of the roads, which has proved a success (The Montgomeryshire Express 21st September 1909). In 1952 the “Gas World Year Book”, showed that Llanidloes was manufacturing 12 m cu.ft. of gas using horizontal retorts. H. J. Wright was the manager. The Llanidloes gasworks was connected to the Welshpool gasworks in 1959, which had a surplus gas supply. It was later supplied in 1960 through the Mid Wales Gas Grid from the Maelor gasworks at Wrexham, with the gasworks closing. 1961 A plan shows the old gas works between the River Severn and Victoria Avenue (Hafren Street). A new 50,000 cu.ft. holder had been built about 300 yards away and linked to the works by an 8"" main. The new site was fed by the grid main from Newtown, which continued to Rhayader. The last gasholder was demolished in 1987-89, leaving just a regulator kiosk and a garage on site. The gasworks were visible on the 1879 to 1992 OS maps.",English Description
710165,710165,"The Llanrwst Gas Light, Coal, and Coke Company was formed in Llanrwst in 1854. It held its first annual meeting on 28th June 1855, when John Robert Griffith was the Secretary (The North Wales Chronicle 30th June 1855). In 1865 the company was advertised as the Llanrwst Gas Light, Coal, and Coke Company, Limited (The North Wales Chronicle 8th July 1865). In 1881 the company had a capital of £2,730 and Joseph Ashley was the Chairman and James Hughes Jones the Secretary. In 1895 the company was known as the Llanrwst Gas Co. Ltd. and James Hughes Jones was Secretary and Robert Davies, Manager, the engineer/manager had changed to F. J. Collingwood in 1898. A prospectus for the Holyhead and North Wales Gas and Water Corporation Ltd, listed that it had been formed for the purposes of purchasing the following gasworks and undertaking in Wales:  Holyhead Gasworks; Menai Bridge Gasworks; Llanrwst Gasworks; Llanberis Gasworks; Bettws-y-Coed Gasworks; Pwllheli Gasworks; Penmaenmawr Gasworks; Nantlle (Vale) Gasworks; Llanfairfechan and Aber Gasworks; and Llanberis Waterworks. The company was acquired by the Holyhead & North Wales Gas & Water Corporation Ltd. for £10,501 on the 16th April 1896, the Llanrwst Gas Co. Ltd was then wound up voluntarily. The Llanrwst Electric Lighting Order of 1900 created a rival energy business, Llanrwst Electric Light Co., which was offered for sale in 1906, to the Gas & Water Corporation, but it was losing too much money. The manager of the gasworks in 1909 was a Mr William Severs. In 1915 the annual gas production was 5m cu.ft. of 14 cp gas from 515 tons of coal. However, sales were 3,593,800 cu.ft., leaving 28% unaccounted for gas, a heavy loss. The Works Manager was E. E. Jones. He reported to Henry Talbot at Holyhead. In 1949 annual gas production was 21.8m cu.ft.. In 1952 the “Gas World Year Book”, showed that Llanrwst was manufacturing 20m cu.ft. of gas using horizontal retorts. J. F. Wilmot was the manager. Most of the original North Wales Grid was laid by a (partly American) crew during the summer of 1955.  The Llanrwst gasworks closed in October 1957 following a supply of gas from the North Wales Gas Grid. The gasworks were visible on the 1875 to 1992 OS maps. The gasholder to north was present until the 1992 OS map, the rest of site had been cleared by 1974.",English Description
710166,710166,"The Pontclown Gas Works, were erected on a leasehold piece of land containing half an acre, with the plant, held for a residue of a term of 99 years from the 2nd day of August 1875, under V. H. Vaughan Lee, M.P. These gasworks were operated by the Llantrisant Gas Light and Coke Company Ltd, their manager and secretary of 38 years Mr James Escott died in 1909.  His youngest son, Mr. Arthur Escott, succeeded him as manager and secretary of the Llantrisant Gas Light and Coke Company Ltd. Also known as Pont Y Clun, and later Talbot Green. Gas works designed and built by George Bower of St. Neots. The site was triangular, quite small and included two houses. A single railway siding appears disused in a photo of c.1951 (as does the works). The South Wales Gas Corporation owned only Llantrisant, Secretary Miss L. J. Garton, 39 Victoria St, London. (In 1937 was at 52, Queen Victoria St, Secretary. A. G. T. Oakley. In 1951 there was a single two-lift spiral gasholder in a steel tank. Jones and Reeves reported that the opening of the Nantgarw coke ovens by the NCB allowed these works to close in 1951. In 1974 The same spiral gasholder in a steel tank, a works house, and a small depot, were onsite and it was much the same in 1982. The undertakings records are held at the Glamorgan Archives. The gasworks were visible on the 1897 to 1992 OS maps.",English Description
710167,710167,"On the 24th September 1910, Samuel Williams sold the freehold of one acre of land to Willey & Co. Ltd., Gas Engineers of Exeter for £300. This was part of Esciranoliucha and Dolefawr Farms. The gasworks featured on the 1905 OS map, which suggests, construction started earlier than 1910. c1910, a gas supply was commenced by Willey & Co., who had built the works themselves, laid the mains and no doubt made the meters. In 1914 annual gas production was 1,882,100 cu.ft. from 226 tons of coal, with 4.5 miles of mains. The local Manager was W. J. Rippin, but all other matters were handled by the owners in Exeter. In 1949 the annual gas production was 4m cu.ft. Willey & Co. continued to operate this business until nationalisation, as they did at Kidwelly. In 1952 the “Gas World Year Book”, showed that Llanwrtyd Wells was manufacturing 3 m cu.ft. of gas using horizontal retorts and J.R. Young was the manager.  The former Manager's house was sold on the 2nd January 1976. The last gasholder was removed not long before October 1983 and six 2-ton LPG tanks were then placed immediately east of the holder base. There were already four 2-ton tanks and a Calorimeter Kiosk, so presumably the town had been converted to straight LPG.  The gasworks were visible on the 1904 to 1899 OS maps.",English Description
710168,710168,"The site originally occupied by Coke Ovens of Llwynypia Colliery, whose by-product coke ovens were built Koppers Coke Oven and By-product Plant Co.c1913. The works produced 4m cubic feet of gas per day, some of which was offered to sale to the Rhondda Urban District Council for part of the public gas supply. It also produced sulphate of ammonia and tar by-products.   A lease of the site was granted by the NCB on 12/1/1960; the land was conveyed to Wales Gas Board on 26/7/1961. Drawings dated July 1960 show a proposed 1m ft3 Wiggins dry gasholder, which was built and shown on the 1970’s Map. The site area was about doubled by a conveyance from the NCB dated 12/8/1968. A spirally-guided holder of similar diameter was built. The engine and motor room had covered plant bays on either side. Both holders are shown as existing on a plan dated 6/11/1968. The spiral was heavier than the Wiggins and had an oil-fired antifreeze boiler. Aerial views of 1974 and 1983 show a large ?ex-retort house next door, in other ownership. Railway and colliery alongside. By July 1985 the Wiggins holder had been scrapped and electrical antifreeze was being fitted to the spiral gasholder. The gasworks were visible on the 1973 to 1994 OS maps.",English Description
710169,710169,"The construction of the gasworks in Machynlleth were underway in 1863 as reported in the North Wales Chronicle and Advertiser for the Principality from the 21st November 1863 “We are gratified to notice as evidence of the progress of advantageous circumstances in this town and neighbourhood, that the foundations for our new Gas Works Building, and a large and commodious Station House, have been almost simultaneously laid this week. The masonry of the former work is contracted for by Mr. Christopher, and the latter, as well as the Station Buildings at Cemmaes Road, by Mr. John Morgans, both inhabitants of this town. Judging from the character of both contractors, we doubt not but that the work will be speedily and well executed.” The Machynlleth Gas Co. Ltd. was formed in 1864. On the 1st of December 1865, a 0.5a site was acquired to build a gasworks, however as reported the construction had started in 1863, so this may have been an extension.  The annual gas production in 1898 was 1.75m cu.ft. from 190 tons of coal. The annual gas production in 1949 was 7m cu.ft.. In 1952 the “Gas World Year Book”, showed that Machynlleth was manufacturing 9 m cu.ft. of gas using horizontal retorts. L.R. Robertson was the manager. The Machynlleth gasworks was supplied in 1960 through the Mid Wales Gas Grid from the Maelor gasworks at Wrexham, with the gasworks closing. The gasholders were still present on the OS map in 1964 but had been removed by the 1974 OS map.",English Description
710170,710170,"Formation of a Gas Company by Special Act in 1868, however the town was first lit with gas in November 1878, according to the following article “MAESTEG LIGHTED WITH GAS. On Thursday night, for the first time, our streets were lighted with gas, to commemorate this important event brilliant illuminations were displayed in the principal streets. The Maesteg brass band also turned out and played in good style a number of lively airs. It is somewhat wonderful that a place of such importance should for so long a time be without gas. Had it not been for the exertion of Mr. James Brogden in obtaining an Act of Parliament, in the face of some opposition, the Maestegians would probably be yet in darkness. The gas works are in a central position, on a spot of land belonging to Maesteg Issa farm, the property of Major Tuberville, the Chairman of the Gas Company. The (gaso)meter is 193 feet in circumference, and 16 feet 6 inches in depth and was constructed by Mr. Vickery, of Exeter. About four miles of pipes have been laid, and nearly 1,500 lights have been taken. In the Llynvi Works alone there are 350 lights, about 100 in Garth and Oakwood Collieries, 60 in Salem Chapel, 63 public lights, and nearly 400 in private dwellings. Mr. Young has been appointed the manager of the works. Mr. J. Burrow is the managing director. For some years there has been gas in Bethania Chapel. The Tin Works Company and Mr. Illtid Morgan also manufacture themselves the gas they consume.” An advert published in 1978 claimed that J. T. B. Porter & Co. of Lincoln listed Maesteg among the towns where they had built complete gas works, however, it appears to contradict the role of Mr Vickery, who may have just built the gasholder. They had their own rail sidings into the gasworks. These works belonged to the Llynfi Valley Gas Company. In 1883 The Llynfi Valley Gas Company, had authorised capital of £10,000, in 1881 it had made 5.2m cu.ft. 14 cp gas. (The Cardiff Times 20th January 1883). In 1900 Part of the district was taken by Glyncorrwg UDC, who built a new gas works alongside Duffryn Rhondda Colliery. In 1909 a Provisional Order was obtained by the Llynfi Valley Gas Co. In 1923 the Therm system adopted 1/1/1923 with a calorific value of 425 BThU/ cu.ft.. In 1924 (May) Annual gas production 46,280,000 cu.ft., annual sales 37,414,000 cu.ft. (gas unaccounted for 19.13%). Coal carbonised 2,727 tons. Capacity of Water Gas Plant 100,000 cu.ft./day. Coke used on works 1,373 tons, coke for sale 1,493 tons. 16,226 gallons of tar produced. 13 miles of mains. Two gasholders, total capacity 160,000 cu.ft.. E. E. Davies, Chairman. J. A. Boucher, Manager & Secretary. In 1952 the “Gas World Year Book”, showed that Maesteg was manufacturing no gas but purchasing 37 m cu.ft. of coke oven gas. W. D. Thomas was the manager. The undertakings records are held at the Glamorgan Archives.  The gasworks were visible on the 1876 to 1993 OS maps.",English Description
710171,710171,"These gasworks were believed to have been built in 1840 according to the Port Talbot Historical Society, timeline. They were located between the two Margam Copper Works to the centre of Taibach, they may had supplied a limited public supply as well as a supply to the works.  Margam was in the area of supply of the Aberavon Corporation and did not provide its own supply until a Special Act of 1911, a subsequent construction of a gasworks.  The gasworks were visible on the 1876 to 1938 OS maps. These works were shown as disused on the 1913 OS map.",English Description
710172,710172,"Margam was in the area of supply of the Aberavon Corporation and did not provide its own supply until a Special Act of 1911, a subsequent construction of a gasworks. The second gasworks were located north of Margam west Junction, just south of Taibach and east of the Steel Works. 1914 (March) ""Works in course of construction"". ""Gas is being supplied by the Aberavon Corporation, pending completion of Works"". Manager Evan Rees. The Cambria Daily Leader reported on the 3rd December 1914 “PORT TALBOT'S NEW GAS SUPPLY On Wednesday a gas supply from the new works of the Margam District Council was turned on for the first time. It gave every satisfaction. Previous to the erection of new gas; works, the district was supplied by the Aberavon Corporation under an old lighting right. The Margam Council successfully promoted a Bill in Parliament to procure their own lighting rights, they got by paying an indemnity of £34,000. By the end of the present month, the entire district will he lighted from the new works.”. The gasworks were marked on the 1913/14 OS map and visible on the 1940 OS map, but unmarked. A large water sealed frame guided gasholder was visible on the 1929 aerial photograph of the site. Visible on the 1950 OS map listed as “Gas Works (Wales Gas Board)”. Original Gasholder still visible on 1960 OS map though it is unlisted.  The gasworks were visible on the 1914 to 1982 OS maps.",English Description
710173,710173,"In 1820 A draper called Darkes lit his shop with gas from a small private gas plant at his shop. A gas company was formed in Merthyr Tydfil in 1836, the gasworks were built on Picton Street in an area called Cae Draw. The first manager was a Mr. Evan Evans. In 1841 the Merthyr Tydfil gasworks advertised in the Cambrian for the construction of a new gasholder and tank. Those willing to provide the gasholder were to contact the manager, Mr E. Evans. 1847 Neath Abbey Ironworks supplied gas plant to the Merthyr Gas Company (drawings with West Glamorgan Archives Ref: GB 216 DD NAI/2/30/hub). The general complaint in Merthyr ill of the impurity of the gas manufactured there. Gas is much dearer, it is said, in Merthyr than in other towns. (Carnarvon and Denbigh Herald and North and South Wales Independent, 13th January 1849). Mr William Evans was the manager of the gasworks until his death in 1857 aged 46. He was replaced by a Mr. Cocker who was regarded as improving the gasworks considerably. The great improvements both in the quality and the regular supply to the public of Merthyr since that gentleman’s (Mr. J. L. Crocker) management. He was overseeing the rebuilding of the old Aberaman gasworks at this time for the Aberdare Gas Company. (The Merthyr Telegraph and General Advertiser for the Iron Districts of South Wales, 14th June 1862). A new gasholder was under construction in 1865 (The Cardiff Times, 30th November 1865). 1868 and 1906 Special Acts. In 1875, the Engineer at Merthyr was John Lees Cocker was acting as Consultant to the Ystrad Gas and Water Company on the erection of their No.2 Station at Porth. In 1885 there was an explosion at the gasworks from a leak from a pipe at the base of the scrubbers, A Mr Whitehouse and a Mr David Treharne were injured in the explosion (The Cardiff Times 21st November 1885). Merthyr Local Board instructed its clerk in 1887 to write to the Merthyr Gas Company asking them the terms upon which they were prepared to sell their gasworks.  In 1883 The Merthyr Tydfil Gas Company, had authorised capital of £33,300, in 1882 it had made 35m cu.ft. 15 cp gas from 3181 tons of coal. (The Cardiff Times 20th January 1883). Mr. J. L. Cocker, who for the past 43 years has been general manager of the Merthyr Gas Works and secretary to the company by whom they were owned, had sent in his resignation, which is to take effect on the 1st of July. The resignation has been accepted with great regret by the directors. who have directed to be recorded in the minutes of their proceedings their high sense of his valuable services? Mr. James C. Kenahole. the present collector, is to be the new manager (Evening Express, 7th April 1900). These works operated until 1909, after which they were replaced by a new gasworks at the Willows to the South of Merthyr.  The gasworks were visible on the 1875 to 1948 OS maps.",English Description
710174,710174,"Following a Special Act of 1906, a plot of land for a new gasworks was purchased at the Willows south of Merthyr. In 1910 the directors of the gas company reported “that during the past year new gas works had been under construction on the company's freehold land at ""The Willows,"" and the directors hoped that upon the completion of these works considerable economy would be effected in the manufacture of gas.”. These works were built using mechanised horizontal retorts house and the latest ancillary plant. Vested in the Wales Gas Board from the Merthyr Tydfil Gas Company. They continued to operate until 1951. Jones and Reeves reported that the opening of the Nantgarw coke ovens by the NCB allowed these works to close in 1951 but were retained as a gasholder station.  In 1952 the “Gas World Year Book”, showed that Merthyr and Dowlais undertaking was manufacturing 509 m cu.ft. of gas using horizontal retorts and a CWG plant and purchasing 53 cu.ft. of Coke oven gas. D.E. West was the engineer and manager. The Demolition of the gasworks occurred in 1957, with the Wales Gas Board offering the site for a new factory. There were two spiral gasholders on the site in 1974 and 1982. The gas undertakings records are held at the Glamorgan Archives.",English Description
710175,710175,"In 1898 these gasworks were manged by Fredrick Russell and produced 8m cu.ft. of gas from 775 tons of coal. These gasworks were marked on the 1900 1:2500 OS map. In 1913 ""These Gas Works are used chiefly for owner's own consumption"", The owners were then Nixon's Navigation Co. Ltd, but they did provide public lighting. The gasworks had its own rail sidings. In the 1930s the gasworks was acquired by the UK Gas Corporation. The Gasworks closed in 1953 and supplied from the Merthyr Tydfil grid. A gasholder was retained on the site until 1973.  The gasworks were visible on the 1898 to 1974 OS maps.",English Description
710176,710176,"The gas undertaking in Milford Haven was transferred to the Milford Haven U.D.C. in 1888 forming the Milford Haven U.D.C. Gas Department. In 1894-5 the Milford gasworks made 5.4m cu.ft. from 665 tons of soil supplying 145 consumers, they had 3 miles of gas mains and 81 public lamps. In 1909 it was suggested “that a single lift Gadd and Mason spiral guided gas holder prepared for a second lift the tank for this holder to be constructed of steel. A second lift can be added to this holder when required. The proposed new single lift would hold about 35,000 cubic feet, this together with the 29,000 of the present holders would give a total holder capacity of 64,000 cubic feet, which is equal to 123 per cent*, of our present maximum daily make, or, in other words, our holder accommodation would be more than doubled” (Haverfordwest and Milford Haven Telegraph 30th June 1909). In 1952 the “Gas World Year Book”, showed that Milford Haven and Neyland gas undertaking was manufacturing 62 m cu.ft. of gas using horizontal retorts and a CWG plant and J.H. Daniels was the engineer and manager. In 1898, John Thomas was the Superintendent, T. H. Lewis the Secretary and Dr. G. Griffith the Chairman (Local Authority), the annual gas production was 4.6m cu.ft. serving 150 consumers. In 1900, John Thomas was the Manager, Thomas H. Lewis the Secretary and George Griffiths the Chairman. The annual gas production 5,937,600 cu.ft. of 16cp gas from 702 tons of coal using 3 miles of mains. In 1938 the annual gas production 39,168,000 cu.ft. of 450 btu gas in vertical retorts, from 2,414 tons of coal. Annual Sales 31,790,800 cu.ft. of which 2,318,000 cu.ft. was supplied to Industrial customers. The undertaking had 18 miles of gas mains and R. J. Calderwood was Engineer & Manager. In 1939 a gas main was laid to Neyland, where the UDC ceased to make gas in the former GWR works, taking a bulk supply from Milford Haven. In 1949, the annual gas production was 68,000,000 cu.ft. with sales of 56,000,000 cu.ft. cv 490 btu. Intermittent Vertical Chamber Oven and CWG plant. J. H. Daniels, Engineer & Manager. Production at Milford Haven ceased in 1957 when it was connected to the South Wales Western Grid. The Milford Haven gasworks closed in 1957, when gas was then supplied through an extension of the South Wales Gas Grid. The gasworks were visible on the 1862 to 1878 OS maps.",English Description
710177,710177,"The Mold Gas & Water Company was formed in 1840, with freehold of half an acre at Gas Lane acquired from Phillip Davies Cooke and Ors by the Company in 1842. There were Mold Gas & Water Co's Acts in 1867 and 1892.  The gasworks site extended by purchase of freehold from the Rev. Benjamin Crompton on the 9th December 1871. In 1881 the company had a capital of £12,000 and George Bellis was the Chairman. The gasworks were further extended by a purchase on the 17th March 1882. In 1898 the Mold Gas & Water Company, engineer, manager, and secretary was J. McGregor, the annual gas production was 8.1m cu.ft. from 809 tons of coal. Further land (0.61a) adjoining Gas Lane was purchased 1st November 1904, Acquired. The annual gas production in 1949 was 40m cu.ft., Controlled by North Cambrian Holdings Ltd., of Queensferry. Vested in the Wales Gas Board from the Mold Gas and Water Company. The gasworks ceased production in February 1955, after which it was used as a gasholder station. The gasworks were visible on the 1871 to 1985 OS maps.",English Description
710178,710178,"The Gasworks built by W. C. Holmes of Huddersfield. 1881 the company had a Capital £2,250. J. H. Ashford, Manager, was also Chairman at Newtown.  W. F. Thomas was Secretary to both. In 1895 W. H. Morgan was the lessee of Montgomery Gas Co. gasworks and T. Mourby was the Manager. In 1898 W. Newton was the Engineer/manager. In 1915 the gasworks belonged to N. W. Fairles Humphreys and were leased to T. Mourby. It was reported in the Gas World, 21st August 1920 that ""Montgomery has for several months been without any public lighting owing to the fact that the gasworks was partly dismantled by its private proprietor, who contemplated adopting an electric lighting scheme. The Town Council have now decided to put an end to the situation by acquiring the works"". The ownership still appeared to be in private hands as in 1920 and 1923 H. O. Wenman was the Owner. In 1925 it was still privately owned, and T. W. R. Sargent was the Engineer & Manager, with an annual gas production 1m cu.ft.. The ownership had changed to William Wilkes of Bishops Castle in 1927. In 1931 it was owned by the Montgomery Corporation and W. E. Wilkes was the Engineer & Secretary, and M. Jones the Manager, it was now supplying petrol/air gas through 1.5 miles of mains. In 1935 ""Works closed"" and the gas supply abandoned. The gasworks were visible on the 1883 to 1953 OS maps.",English Description
710179,710179,"The Nixon Company established their Gas Company at Navigation Yard Mountain Ash, and this was taken over by the Board of Health in 1887. <br><br>
The Penrikyber Gas & Water Company was formed c1865, which provided gas and water to part of the Mountain Ash area. Another part of the town was supplied by Nixon's Navigation Company, who had their own gas works. <br><br>
The Mountain Ash Local Board Act of 1885 would enable the Local Board to construct and maintain Gas Works and Water Works and to manufacture Gas, it included the purchase of the Penrikyber Gas and Water Company Limited and the gas and water assets of the Nixons Navigation Company Limited. In 1886 Mountain Ash UDC purchased both the Company and the gas supply interests of Nixons. A new gasworks was established at Penrhiwceiber providing gas for Abercwmboi and Ynysybwl. The gasworks were visible on the 1875 to 1900 OS maps, which suggests the gasworks had closed and were removed.",English Description
710180,710180,"This appears to be the site referred to by Wales Gas Board as Gelligroes. It was a mile south of Pontllanfraith on the road to Ynysddu and Risca; the Sirhowy River formed the southeastern boundary of the site. The only gasworks type features circular “tanks” are marked on the 1961 OS map onwards. In 1912 Mynyddislwyn UDC sought powers in the 1913 Session for compulsory purchase of portions of the gas undertakings of the Risca UDC and Bedwellty UDCs, and the Blackwood Gas Company within their UDC area. They also sought powers to supply gas within the Sirhowy Valley portions of their district. To seek repeal of certain powers of the Abercarn UDC and of the Rhymney & Aber Valleys Gas & Water Company to supply gas. (JGL 3/12/1912). The UDC never manufactured gas but purchased it from the adjacent Bedwellty UDC and later the Rhymney & Aber Valleys Gas Company. In 1935 16.9m cu.ft. of coke oven gas was purchased from the Rhymney & Aber Valleys Gas Company, S. T. Monte was the Engineer and Manager and W. J. Stacey, Secretary. (Gas World Directory). The gasholders built by the Wales Gas Board were visible on the 1960 to 1993 OS maps.",English Description
710181,710181,"The Nantlle Vale gasworks were built in 1856. The Penvgroes, Llanfvllin, and Nantlle Vale Gas Co was registered in 1871 with a capital of £3,000 in £ 5 shares. The newpaper Y Genedl Gymreig from the 10th November 1881, advertised “GAS WORKS TO BE LET OR SOLD. TENDERS are invited for the Pen-y-groes, Llanllyfin and Nantlle Vale Gas Works (make about 1½ millions). To be sent in on or before the 24th November next. - Any particulars required may be obtained from the Secretary, W. D. Jones, Pen-y-groes, R.S.O., Carnarvon. The following advert appeared in Y Genedl Gymreig on the 20th November 1889 “TO GASWORKS LESSEES, - TO BE LET for 3 years or more, the NANTLLE VALE GAS WORKS, vacant through death of lessee. One man may do the whole work. Tenders to be sent before December 1st. Further particulars from the Secretary, Edward Jones, Brynteg, Talysarn, N.W.”<br><br>
At a meeting of the Carnarvon Rural Sanitary Authority in August 1893 a communication was read from Mr Edward Owen, of the Nantlle Gas Works, calling the attention of the authority to the advisability of lighting the villages of Penygroes and Nantlle, with gas, the public lamps to be maintained out of the rates”, which suggests neither village had public lighting at this time. On the 29th July 1896, the company was acquired by the Holyhead & North Wales Gas & Water Corporation Ltd. for £1,463. The Pen-y-Groes, Llanllyfin & Nantlle Vale Gas Company was liquidated in 1911. In 1915 the annual gas production was 5,055,600 cu.ft.  from 520 tons of coal. In 1919 the business was offered to the Nantlle Council; The Holyhead management decided to close the works on or about 31st March 1919 if it was not sold, the reason being where the lack of staff and poor coal supply. In August 1919, notice was given that the works would close on 31st December. Sold to the Nantlle Gas Consumers Committee for £1,000 plus £200 in various shares. In 1931 it traded as the Nantlle Vale Gas Co. Ltd., W. H. Jones was the Manager, with an annual gas production of 7.3m cu.ft., from 632 tons of coal, they had 426 consumers of whom 326 had slot meters and 72 public lamps. In 1949 annual gas production was 9m cu.ft. In 1952 the “Gas World Year Book”, showed that Nantlle Vale gasworks was manufacturing 10 m cu.ft. of gas using horizontal retorts. W. H. Jones was the engineer, manager and secretary.  The Nantlle Vale gasworks was supplied from 1963 through the Mid Wales Gas Grid from the Maelor gasworks at Wrexham, with the gasworks closing. The gasworks were visible on the 1888 to 1995 OS maps.",English Description
